cluster_id,name_canonical,articles,orcid,institutions,countries,name_variants,first_year,last_year
335,Valeria Lisseth López Pérez,1,,,,Valeria Lisseth López Pérez,2025,2025
336,Josselyn Estefanía Yaulema Colcha,1,,,,Josselyn Estefanía Yaulema Colcha,2025,2025
593,Isaac Fernando González Mencias,1,,,,Isaac Fernando González Mencias,2024,2024
594,Geoconda Del RocÌo GarcÌa S·nchez,1,,,,Geoconda Del RocÌo GarcÌa S·nchez,2024,2024
563,Diego Francisco Pérez Villaroel,1,,,,Diego Francisco Pérez Villaroel,2024,2024
564,Carlos Andrés Balseca Auquilla,1,,,,Carlos Andrés Balseca Auquilla,2024,2024
565,María Paula Jaramillo Gonzalez,1,,,,María Paula Jaramillo Gonzalez,2024,2024
566,Kevin Jeanpierre Suárez Manotoa,1,,,,Kevin Jeanpierre Suárez Manotoa,2024,2024
567,David Alexander Guamán Verdezoto,1,,,,David Alexander Guamán Verdezoto,2024,2024
571,Davianny Alexander Corrales Alcívar,1,,,,Davianny Alexander Corrales Alcívar,2024,2024
572,Erick Alejandro Suárez Santacruz,1,,,,Erick Alejandro Suárez Santacruz,2024,2024
573,Luis Fernando Naranjo Ruiz,1,,,,Luis Fernando Naranjo Ruiz,2024,2024
574,Adriana Lissette Trávez Núñez,1,,,,Adriana Lissette Trávez Núñez,2024,2024
575,Kevin Andrés Ayala Amaguaya,1,,,,Kevin Andrés Ayala Amaguaya,2024,2024
547,Camila Alejandra Ochoa Yánez,1,,,,Camila Alejandra Ochoa Yánez,2024,2024
548,Nayeli Jamileth Quintero Rivera,1,,,,Nayeli Jamileth Quintero Rivera,2024,2024
549,Andrea Jacqueline Portilla Cerón,1,,,,Andrea Jacqueline Portilla Cerón,2024,2024
550,Dennis Gissel Aragón Yela,1,,,,Dennis Gissel Aragón Yela,2024,2024
320,Santiago Xavier Reinoso Acosta,1,,,,Santiago Xavier Reinoso Acosta,2025,2025
321,Sebastian Jacob Haro Salazar,1,,,,Sebastian Jacob Haro Salazar,2025,2025
322,Jessica Sayonara Suárez López,1,,,,Jessica Sayonara Suárez López,2025,2025
291,María Auxiliadora Ganchozo Zambrano,1,,,,María Auxiliadora Ganchozo Zambrano,2025,2025
292,Berenice Elizabeth Acosta Toro,1,,,,Berenice Elizabeth Acosta Toro,2025,2025
293,Katherine Briggitte Quilumba Obregón,1,,,,Katherine Briggitte Quilumba Obregón,2025,2025
582,Jhovanna Cecilia González Alvarado,1,,,,Jhovanna Cecilia González Alvarado,2024,2024
583,Yulianne Nallerly Ycaza Villasagua,1,,,,Yulianne Nallerly Ycaza Villasagua,2024,2024
584,Daniel Tito Cruz Viscarra,1,,,,Daniel Tito Cruz Viscarra,2024,2024
585,Marcela Anarcaly Zambrano Olvera,1,,,,Marcela Anarcaly Zambrano Olvera,2024,2024
586,Vinicio Leonardo Rosillo Abarca,1,,,,Vinicio Leonardo Rosillo Abarca,2024,2024
587,Jennifer Andrea González Álvarez,1,,,,Jennifer Andrea González Álvarez,2024,2024
588,Rayner Rodolfo Franco Barahona,1,,,,Rayner Rodolfo Franco Barahona,2024,2024
589,Ariana Belén Mora Troya,1,,,,Ariana Belén Mora Troya,2024,2024
591,María Fernanda Arias Pérez,1,,,,María Fernanda Arias Pérez,2024,2024
592,Roberson Alberto Aguirre Palacios,1,,,,Roberson Alberto Aguirre Palacios,2024,2024
596,Rommel David Tamayo  Hinojosa,1,,,,Rommel David Tamayo  Hinojosa,2024,2024
597,Diego Xavier Pillajo Pérez,1,,,,Diego Xavier Pillajo Pérez,2024,2024
602,Juan Carlos Oñate Cuadrado,1,,,,Juan Carlos Oñate Cuadrado,2024,2024
605,Nathalia Janet León Colcha,1,,,,Nathalia Janet León Colcha,2024,2024
606,Nelson Francisco Freire Sánchez,1,,,,Nelson Francisco Freire Sánchez,2024,2024
607,Karla Josselyn Yépez Enríquez,1,,,,Karla Josselyn Yépez Enríquez,2024,2024
609,Beatriz Del Carmen Viteri Naranjo,1,,,,Beatriz Del Carmen Viteri Naranjo,2024,2024
580,Paola Esthela Gunsha Amaguaya,1,,,,Paola Esthela Gunsha Amaguaya,2024,2024
581,Shary Yulehima Mullo Vargas,1,,,,Shary Yulehima Mullo Vargas,2024,2024
310,Christian Eduardo Pozo Cevallos,1,,,,Christian Eduardo Pozo Cevallos,2025,2025
311,Scarleth Samantha Congo Méndez,1,,,,Scarleth Samantha Congo Méndez,2025,2025
312,Marcela Estefanía Chalacan Castro,1,,,,Marcela Estefanía Chalacan Castro,2025,2025
314,Patricio Martin Reyes Játiva,1,,,,Patricio Martin Reyes Játiva,2025,2025
317,María Belén Alvarado Villavicencio,1,,,,María Belén Alvarado Villavicencio,2025,2025
318,Jennifer Jajaira Iza Jami,1,,,,Jennifer Jajaira Iza Jami,2025,2025
319,Diego Mateo Moreta Topon,1,,,,Diego Mateo Moreta Topon,2025,2025
302,Flavio Orlando Murillo Valenzuela,1,,,,Flavio Orlando Murillo Valenzuela,2025,2025
303,Edwin Rafael Omaña Durán,1,,,,Edwin Rafael Omaña Durán,2025,2025
304,Hilary Justin Ortega Dueñas,1,,,,Hilary Justin Ortega Dueñas,2025,2025
305,Valentina Dayanara Rodríguez Anangonó,1,,,,Valentina Dayanara Rodríguez Anangonó,2025,2025
306,César Paúl Cervantes García,1,,,,César Paúl Cervantes García,2025,2025
275,Walter Leonardo Gallegos Pilligua,1,,,,Walter Leonardo Gallegos Pilligua,2025,2025
614,Lady Nathaly Chica López,1,,,,Lady Nathaly Chica López,2024,2024
616,Marlon Miguel Estrella Cedeño,1,,,,Marlon Miguel Estrella Cedeño,2024,2024
617,Andree Alexander Amores Aguiar,1,,,,Andree Alexander Amores Aguiar,2024,2024
619,Segundo Walter Parra Molina,1,,,,Segundo Walter Parra Molina,2024,2024
620,Marcelo Alexander Cruz  Tobar,1,,,,Marcelo Alexander Cruz  Tobar,2024,2024
621,Gladys Elizabeth Granda Castillo,1,,,,Gladys Elizabeth Granda Castillo,2024,2024
623,Kevin Steven Rodríguez Muñoz,1,,,,Kevin Steven Rodríguez Muñoz,2024,2024
624,Edwin Bolivar Prado Calderon,1,,,,Edwin Bolivar Prado Calderon,2024,2024
626,Grace Mikaela Verdezoto Valencia,1,,,,Grace Mikaela Verdezoto Valencia,2024,2024
595,José Fabián Molina Mora,1,,,,José Fabián Molina Mora,2024,2024
288,José Luis Alcívar Rodríguez,1,,,,José Luis Alcívar Rodríguez,2025,2025
289,Marcos Javier Loor Tobar,1,,,,Marcos Javier Loor Tobar,2025,2025
290,Diego Paul Pichucho Simbaña,1,,,,Diego Paul Pichucho Simbaña,2025,2025
638,Joselin Dayana Alvarado  Paguay,1,,,,Joselin Dayana Alvarado  Paguay,2024,2024
641,Daniela Mariuxi Suárez Zambrano,1,,,,Daniela Mariuxi Suárez Zambrano,2024,2024
611,Erick Daniel Maji Gusqui,1,,,,Erick Daniel Maji Gusqui,2024,2024
612,Javier Darío Bosquez Remache,1,,,,Javier Darío Bosquez Remache,2024,2024
613,Luis Andrés Lanche Salinas,1,,,,Luis Andrés Lanche Salinas,2024,2024
294,Mariuxi Alexandra González Torres,1,,,,Mariuxi Alexandra González Torres,2025,2025
295,María Fernanda Reinoso Benavides,1,,,,María Fernanda Reinoso Benavides,2025,2025
296,Jeimy Nicole Jaramillo Paredes,1,,,,Jeimy Nicole Jaramillo Paredes,2025,2025
297,Arianna Maialen Martínez Muñoz,1,,,,Arianna Maialen Martínez Muñoz,2025,2025
298,Vivian Milagros Iturralde Lozano,1,,,,Vivian Milagros Iturralde Lozano,2025,2025
299,Terina Adalid Valenzuela Rojas,1,,,,Terina Adalid Valenzuela Rojas,2025,2025
300,Cristian Paul Rodríguez Cayamcela,1,,,,Cristian Paul Rodríguez Cayamcela,2025,2025
301,Segundo Javier López Pérez,1,,,,Segundo Javier López Pérez,2025,2025
650,Doménica Nicole Cevallos Naranjo,1,,,,Doménica Nicole Cevallos Naranjo,2024,2024
653,Eslendy Carolina Vaca Villa,1,,,,Eslendy Carolina Vaca Villa,2024,2024
654,Catherine Dayenara Chávez Coronado,1,,,,Catherine Dayenara Chávez Coronado,2024,2024
656,Ronald Patricio Herrera Paguay,1,,,,Ronald Patricio Herrera Paguay,2024,2024
657,Nathalie Stefy Ponce Reyes,1,,,,Nathalie Stefy Ponce Reyes,2024,2024
658,Paulina Estefanía Muñoz Guamá,1,,,,Paulina Estefanía Muñoz Guamá,2024,2024
627,JeanCarlos Mijaíl Camacho Barragán,1,,,,JeanCarlos Mijaíl Camacho Barragán,2024,2024
628,Anthony Alejandro León Chela,1,,,,Anthony Alejandro León Chela,2024,2024
629,Stiven Fernando Vera Estrada,1,,,,Stiven Fernando Vera Estrada,2024,2024
278,Carlos Hernán Suarez Barragán,1,,,,Carlos Hernán Suarez Barragán,2025,2025
279,Pedro Antonio Rodríguez Jarama,1,,,,Pedro Antonio Rodríguez Jarama,2025,2025
281,Víctor Gabriel Varela Lozano,1,,,,Víctor Gabriel Varela Lozano,2025,2025
283,María Isabel Galarza Soledispa,1,,,,María Isabel Galarza Soledispa,2025,2025
284,Ángel Gerardo Lara Muñoz,1,,,,Ángel Gerardo Lara Muñoz,2025,2025
285,Jeannette Cecilia Pazmiño Garcés,1,,,,Jeannette Cecilia Pazmiño Garcés,2025,2025
286,Daniela Jazmina Proaño Mendoza,1,,,,Daniela Jazmina Proaño Mendoza,2025,2025
660,Libia Karina Reyes Espinoza,1,,,,Libia Karina Reyes Espinoza,2024,2024
661,César Mafla Herrería,1,,,,César Mafla Herrería,2024,2024
662,Pamela Alexandra Sánchez Sandoval,1,,,,Pamela Alexandra Sánchez Sandoval,2024,2024
663,Tanya Tupamara Camargo Martínez,1,,,,Tanya Tupamara Camargo Martínez,2024,2024
665,Gissela Mayli Vaca Rivera,1,,,,Gissela Mayli Vaca Rivera,2024,2024
666,Leslie Dayana Gavilanes Salazar,1,,,,Leslie Dayana Gavilanes Salazar,2024,2024
667,Jonathan Alexander Moncayo León,1,,,,Jonathan Alexander Moncayo León,2024,2024
669,Janeth Alexandra del Rocío Salvador Arroba,1,,,,Janeth Alexandra del Rocío Salvador Arroba,2024,2024
670,Jair Alejandro Bracco López,1,,,,Jair Alejandro Bracco López,2024,2024
671,Yaima Rodríguez Cuellar,1,,,,Yaima Rodríguez Cuellar,2024,2024
672,Lessly Chuqui Atiaja,1,,,,Lessly Chuqui Atiaja,2024,2024
673,María Paula Cevallos Cáceres,1,,,,María Paula Cevallos Cáceres,2024,2024
674,Elisa Camila Gavilanes Bayas,1,,,,Elisa Camila Gavilanes Bayas,2024,2024
644,Jorge Lenin Acosta Espinoza,1,,,,Jorge Lenin Acosta Espinoza,2024,2024
647,Karla Abigail Ayala Díaz,1,,,,Karla Abigail Ayala Díaz,2024,2024
648,Ana Graciela Guédez Mujica,1,,,,Ana Graciela Guédez Mujica,2024,2024
704,Dayana Nataly Morocho Huaraca,1,,,,Dayana Nataly Morocho Huaraca,2023,2023
705,G�nesis Anah� Quinga Quinatoa,1,,,,G�nesis Anah� Quinga Quinatoa,2023,2023
706,Yaima Rodr�guez Cuellar,1,,,,Yaima Rodr�guez Cuellar,2023,2023
675,María Fernanda Araujo Tapia,1,,,,María Fernanda Araujo Tapia,2024,2024
676,Johanna Michelle Ortega Guerrero,1,,,,Johanna Michelle Ortega Guerrero,2024,2024
678,Juan Francisco Mayorga Pico,1,,,,Juan Francisco Mayorga Pico,2024,2024
679,Aylin Katina Garzón Aguirre,1,,,,Aylin Katina Garzón Aguirre,2024,2024
